City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
286,ayan,0,TR,1523923966,68,40.67,33.6,33.35,1.39
287,zonguldak,0,TR,1523923966,69,41.25,31.83,52.12,3.85
288,cap malheureux,20,MU,1523919600,88,-19.98,57.61,75.2,2.24
289,loei,75,TH,1523923200,100,17.49,101.72,69.8,4.7
290,maniitsoq,20,GL,1523923967,71,65.42,-52.9,17.96,6.87
291,marawi,68,PH,1523923968,100,8.0,124.29,73.0,1.61
292,rioja,92,PE,1523923968,84,-6.06,-77.17,65.84,3.96
293,flin flon,20,CA,1523919600,35,54.77,-101.88,41.0,9.17
294,port macquarie,0,AU,1523919600,64,-31.43,152.91,69.8,8.05
295,nalut,0,LY,1523923969,67,31.86,10.98,53.87,3.51
296,vitim,80,RU,1523923969,77,59.44,112.57,35.42,4.74
297,bure,0,NG,1523923970,45,10.52,10.33,76.42,8.99
298,viedma,0,AR,1523923970,41,-40.81,-62.99,80.33,15.48
299,vakhrushev,0,RU,1523923971,70,48.99,142.86,45.55,9.44
300,spearfish,1,US,1523922900,34,44.49,-103.86,64.4,19.46
301,broken hill,44,AU,1523923972,74,-31.97,141.45,64.45,8.99
302,ust-kulom,32,RU,1523923972,75,61.69,53.69,13.6,2.51
303,brownsville,1,US,1523922900,50,25.91,-97.49,78.8,20.8
304,ketchikan,20,US,1523922780,37,55.34,-131.65,53.6,10.29
305,husavik,0,CA,1523923973,46,50.56,-96.99,42.17,8.77
306,skvyra,0,UA,1523923973,54,49.73,29.66,51.8,10.67
307,pevek,0,RU,1523923974,84,69.7,170.27,34.34,14.7
308,camopi,64,GF,1523923974,98,3.17,-52.33,74.39,2.39
309,sao filipe,0,CV,1523923974,100,14.9,-24.5,69.62,13.58
310,marica,75,BR,1523919600,88,-22.92,-42.82,73.4,18.34
311,ambilobe,0,MG,1523923975,89,-13.19,49.05,72.41,4.07
312,dongkan,0,CN,1523923975,73,34.0,119.83,52.57,8.21
313,sanjwal,75,PK,1523921400,88,33.76,72.43,64.4,11.41
314,vagay,0,RU,1523923976,75,57.94,69.02,15.26,5.08
315,otane,24,NZ,1523923976,70,-39.89,176.62,67.87,13.58
316,la guacamaya,75,MX,1523918760,34,19.04,-99.9,68.0,12.75
317,norman wells,20,CA,1523919600,48,65.28,-126.83,21.2,16.11
318,lagos,20,NG,1523919600,83,6.46,3.39,80.6,2.24
319,nishihara,90,JP,1523922960,81,35.74,139.53,57.2,6.93
320,lokosovo,76,RU,1523923978,84,61.13,74.84,9.37,10.89
321,amuntai,80,ID,1523923978,97,-2.42,115.25,75.7,2.73
322,micheweni,92,TZ,1523923978,100,-4.97,39.83,74.12,12.68
323,binahaan,44,PH,1523923979,99,13.99,121.76,80.78,12.68
324,zarasai,88,LT,1523923979,90,55.73,26.25,55.18,2.17
325,phra phutthabat,92,TH,1523923979,100,14.72,100.8,71.96,3.85
326,riyadh,0,SA,1523919600,68,24.63,46.72,69.8,3.36
327,venado,0,MX,1523923980,29,22.93,-101.09,71.6,11.34
328,tabuk,56,PH,1523923980,94,17.41,121.44,70.52,2.62
329,nanga eboko,56,CM,1523923981,88,4.68,12.37,72.59,8.21
330,monte lirio,20,PA,1523919600,66,8.79,-82.83,86.0,5.82
331,itoman,90,JP,1523922960,100,26.12,127.67,64.4,5.82
332,grajewo,80,PL,1523923982,87,53.65,22.46,57.25,2.73
333,moron,20,VE,1523919600,52,10.49,-68.2,87.8,1.12
334,muli,0,IN,1523923983,42,22.62,71.45,76.6,6.98
335,baoqing,80,CN,1523923983,57,46.32,132.2,52.3,11.01
336,the valley,40,AI,1523919600,78,18.22,-63.06,78.8,11.41
337,moerai,64,PF,1523923984,100,-22.43,-151.33,78.71,25.21
338,black river,40,JM,1523919600,74,18.03,-77.85,80.6,9.17
339,nanakuli,90,US,1523922360,74,21.39,-158.15,82.4,11.41
340,pokhara,68,NP,1523923812,92,28.21,83.99,52.88,2.73
341,rawson,64,AR,1523923985,35,-43.3,-65.11,74.3,19.51
342,jalu,0,LY,1523923985,28,29.03,21.55,72.14,14.7
343,vanimo,68,PG,1523923986,100,-2.67,141.3,82.49,6.42
344,airai,0,TL,1523923986,67,-8.93,125.41,77.05,2.17
345,mehamn,76,NO,1523923986,94,71.03,27.85,30.97,3.06
346,banda aceh,32,ID,1523923987,100,5.56,95.32,74.21,2.73
347,tandalti,0,SD,1523923987,40,13.01,31.87,65.84,4.63
348,nemuro,0,JP,1523921400,60,43.32,145.57,42.8,14.99
349,ursulo galvan,36,MX,1523923988,67,20.6,-97.44,75.25,12.46
350,belmonte,0,PT,1523923988,88,40.36,-7.35,40.1,3.4
351,ninghai,0,CN,1523919600,87,29.29,121.42,48.2,4.47
352,egvekinot,92,RU,1523923989,92,66.32,-179.17,30.92,6.64
353,aykhal,0,RU,1523923989,71,65.95,111.51,20.75,4.85
354,kalmunai,56,LK,1523923990,100,7.42,81.82,74.39,2.62
355,inirida,48,CO,1523923990,95,3.87,-67.92,76.15,1.72
356,chifeng,80,CN,1523923990,51,42.27,118.96,55.94,15.14
357,mumford,0,GH,1523923991,94,5.26,-0.76,78.89,5.86
358,bell ville,64,AR,1523923991,66,-32.63,-62.69,74.66,11.79
359,teguise,20,ES,1523923200,88,29.06,-13.56,62.6,13.87
360,nizhneudinsk,0,RU,1523923992,58,54.91,99.03,38.66,4.63
361,batouri,12,CM,1523923992,84,4.44,14.36,71.51,2.62
362,scunthorpe,64,GB,1523922600,71,53.59,-0.65,51.8,14.99
363,touros,92,BR,1523923993,93,-5.2,-35.46,78.62,10.67
364,victor harbor,20,AU,1523921400,55,-35.55,138.62,62.6,9.17
365,camocim,92,BR,1523923815,100,-2.9,-40.84,73.22,6.64
366,mecca,0,SA,1523919600,44,21.43,39.83,80.6,2.73
367,la rioja,0,AR,1523923994,75,-29.41,-66.86,66.83,1.72
368,sipovo,12,BA,1523923994,82,44.28,17.08,44.42,1.95
369,tromso,0,NO,1523922600,86,69.65,18.96,33.8,3.36
370,comodoro rivadavia,0,AR,1523919600,41,-45.87,-67.48,60.8,24.16
371,xintai,0,CN,1523923995,70,35.91,117.76,53.38,6.76
372,xam nua,92,LA,1523923996,99,20.42,104.04,58.82,2.06
373,palauig,0,PH,1523923996,88,15.44,119.9,79.93,2.84
374,praia da vitoria,20,PT,1523919600,71,38.73,-27.07,57.2,30.8
375,opotiki,12,NZ,1523923997,97,-38.01,177.29,67.87,15.7
376,lerici,20,IT,1523920500,100,44.07,9.91,53.6,2.24
377,padang,56,ID,1523923997,100,-0.92,100.36,81.37,5.53
378,yulara,0,AU,1523919600,40,-25.24,130.99,68.0,9.17
379,hambantota,64,LK,1523923998,100,6.12,81.12,80.2,2.62
380,chamonix-mont-blanc,0,IT,1523923200,81,45.92,6.87,51.8,4.7
381,constitucion,5,MX,1523918640,10,23.99,-104.67,82.4,4.7
382,honiara,40,SB,1523919600,74,-9.43,159.96,86.0,13.87
383,havoysund,8,NO,1523922600,86,71.0,24.66,33.8,2.84
384,byron bay,0,AU,1523921400,42,-28.65,153.62,80.6,12.75
385,port blair,56,IN,1523924000,100,11.67,92.75,84.07,3.85
386,guerrero negro,88,MX,1523924001,56,27.97,-114.04,67.15,11.01
387,balaipungut,80,ID,1523924001,98,1.11,101.31,74.12,3.4
388,matamoros,1,US,1523922900,50,25.87,-97.51,78.8,20.8
389,dalbandin,0,PK,1523924002,28,28.9,64.41,62.87,7.09
390,lima,0,PE,1523923741,70,-12.06,-77.04,62.78,1.72
391,tiznit,0,MA,1523924002,80,29.7,-9.73,58.1,0.94
392,ellenabad,0,IN,1523924003,49,29.45,74.66,74.39,8.66
393,gunjur,0,GM,1523919600,82,13.18,-16.76,68.0,16.11
394,poum,8,MK,1523924003,93,41.28,20.71,42.62,1.05
395,norwich,12,GB,1523922960,70,52.63,1.29,50.0,10.29
396,brainerd,90,US,1523922900,51,46.36,-94.2,39.2,12.75
397,morondava,0,MG,1523924005,99,-20.3,44.28,75.02,4.18
398,ahipara,100,NZ,1523924005,100,-35.17,173.16,65.62,12.35
399,nizhniy odes,0,RU,1523924005,83,63.64,54.86,7.75,3.18
400,bama,76,CN,1523924006,87,24.14,107.25,57.25,2.62
401,meulaboh,88,ID,1523924006,100,4.14,96.13,77.68,4.41
402,takoradi,0,GH,1523924007,100,4.89,-1.75,81.59,7.87
403,fortuna,0,ES,1523923200,87,38.18,-1.13,53.6,3.36
404,zinder,80,NE,1523924007,30,13.81,8.99,83.12,6.64
405,tessaoua,8,NE,1523924008,30,13.76,7.99,79.03,10.45
406,balkanabat,12,TM,1523924008,79,39.51,54.36,36.5,2.17
407,wichita falls,1,US,1523922900,20,33.91,-98.49,87.8,12.75
408,bow island,90,CA,1523923200,75,49.87,-111.38,42.8,13.87
409,havelock,90,US,1523922960,54,34.88,-76.9,60.8,8.05
410,hobyo,56,SO,1523924010,96,5.35,48.53,78.17,1.95
411,kahului,40,US,1523919360,65,20.89,-156.47,80.6,23.04
412,redencao,56,BR,1523924011,80,-8.35,-72.75,76.87,2.73
413,ariquemes,64,BR,1523924011,84,-9.91,-63.03,77.63,2.06
414,chahal,88,GT,1523924011,69,15.75,-89.57,73.85,4.41
415,bondo,76,CD,1523924012,91,3.81,23.69,71.33,3.18
416,ban nahin,92,LA,1523924012,73,18.24,104.21,71.38,2.73
417,coquimbo,0,CL,1523919600,87,-29.95,-71.34,57.2,5.82
418,tilichiki,36,RU,1523924013,95,60.47,166.1,29.3,4.41
419,raudeberg,92,NO,1523922600,93,61.99,5.14,44.6,4.7
420,palmer,20,AU,1523921400,55,-34.85,139.16,62.6,9.17
421,roald,75,NO,1523922600,100,62.58,6.12,42.8,3.96
422,praia,75,BR,1523919600,60,-20.25,-43.81,69.8,14.99
423,port lincoln,24,AU,1523924015,89,-34.72,135.86,64.67,10.0
424,rutland,90,US,1523922960,93,43.61,-72.97,44.6,16.11
425,yurginskoye,80,RU,1523924015,82,56.82,67.39,20.35,2.17
426,caravelas,92,BR,1523924016,100,-17.73,-39.27,75.7,29.91
427,tadpatri,68,IN,1523924016,81,14.92,78.02,77.18,2.62
428,kolondieba,0,ML,1523924016,60,11.09,-6.89,74.35,2.73
429,alice springs,0,AU,1523921400,40,-23.7,133.88,71.6,9.17
430,sur,0,OM,1523924017,89,22.57,59.53,79.7,6.42
431,sambava,88,MG,1523924017,100,-14.27,50.17,77.68,12.68
432,kodiak,1,US,1523922780,45,39.95,-94.76,48.2,3.36
433,esperance,20,TT,1523919600,83,10.24,-61.45,78.8,6.98
434,baoro,24,CF,1523924018,75,5.69,15.95,72.68,2.73
435,komsomolskiy,44,RU,1523924019,80,67.55,63.78,1.31,7.43
436,vengerovo,80,RU,1523924019,91,55.68,76.74,22.19,14.03
437,atkinson,90,US,1523921700,69,41.42,-90.02,35.6,13.87
438,prince albert,90,CA,1523919600,55,53.2,-105.75,35.6,16.11
439,kargasok,0,RU,1523924020,79,59.06,80.87,21.07,7.43
440,verkhnyaya salda,24,RU,1523924021,61,58.04,60.55,20.03,5.19
441,teya,5,MX,1523918880,41,21.05,-89.07,78.8,16.11
442,bull savanna,68,JM,1523924021,66,17.89,-77.59,77.95,3.51
443,peniche,20,PT,1523921400,93,39.36,-9.38,53.6,8.05
444,magadan,32,RU,1523921400,58,59.56,150.8,26.6,3.18
445,benguela,12,AO,1523924023,100,-12.58,13.4,77.27,6.42
446,pahrump,1,US,1523922900,21,36.21,-115.98,75.2,31.09
447,bara,0,NG,1523924024,43,10.41,10.6,84.25,11.12
448,bloemfontein,8,ZA,1523919600,93,-29.12,26.22,59.0,2.95
449,pandan,0,PH,1523924024,96,11.72,122.09,82.94,15.26
450,ballina,92,IE,1523924025,94,54.11,-9.15,51.58,28.23
451,broome,20,GB,1523922960,70,52.47,1.45,50.0,10.29
452,dunedin,8,NZ,1523923857,55,-45.87,170.5,55.27,14.47
453,freetown,0,BS,1523919600,57,26.61,-78.36,75.2,9.17
454,genhe,80,CN,1523924026,72,50.78,121.52,34.97,9.89
455,manggar,36,ID,1523924027,100,-2.88,108.27,78.4,3.74
456,makakilo city,90,US,1523922360,74,21.35,-158.09,82.4,11.41
457,tual,56,ID,1523924027,100,-5.67,132.75,82.94,8.99
458,imeni zhelyabova,20,RU,1523924028,78,58.95,36.6,36.41,1.72
459,naze,40,NG,1523919600,88,5.43,7.07,78.8,5.86
460,marsala,0,IT,1523922900,87,37.8,12.44,57.2,4.7
461,beloha,56,MG,1523924029,89,-25.17,45.06,68.72,7.65
462,puerto madryn,0,AR,1523923983,48,-42.77,-65.04,73.49,19.17
463,imbituba,40,BR,1523919600,88,-28.24,-48.67,66.2,3.36
464,mirante do paranapanema,92,BR,1523924030,75,-22.29,-51.91,73.72,4.97
465,oum hadjer,0,TD,1523924030,47,13.3,19.7,71.38,3.74
466,bathsheba,40,BB,1523919600,83,13.22,-59.52,78.8,21.92
467,amapa,75,HN,1523919600,88,15.09,-87.97,73.4,2.17
468,yatou,40,CM,1523919600,100,3.63,9.81,78.8,2.24
469,awbari,0,LY,1523924032,29,26.59,12.77,61.57,6.64
470,neryungri,0,RU,1523924032,59,56.66,124.71,24.4,11.45
471,montepuez,32,MZ,1523924033,82,-13.13,39.0,72.23,10.45
472,atbasar,76,KZ,1523924033,74,51.81,68.36,29.93,3.18
473,tarakan,92,ID,1523924033,100,3.3,117.63,76.87,5.75
474,waipawa,80,NZ,1523924034,74,-39.94,176.59,68.32,15.37
475,shenjiamen,0,CN,1523924034,97,29.96,122.3,54.37,3.96
476,rafai,92,CF,1523924034,65,4.95,23.92,78.22,6.98
477,mahon,75,IE,1523923200,100,51.89,-8.4,50.0,27.51
478,vanavara,68,RU,1523924035,84,60.35,102.28,33.35,5.86
479,pryvillya,12,UA,1523924035,84,49.02,38.3,44.83,2.39
480,westlock,90,CA,1523923200,100,54.15,-113.85,32.0,8.05
481,banjarmasin,48,ID,1523924036,100,-3.32,114.59,76.1,4.85
482,kihei,40,US,1523919360,65,20.76,-156.45,80.6,23.04
483,bereznik,92,RU,1523924037,88,62.86,42.71,29.03,2.62
484,tela,75,HN,1523919600,100,15.78,-87.45,73.4,1.72
485,chemodanovka,76,RU,1523924037,91,54.09,40.18,48.29,2.95
486,karakol,8,KG,1523924038,100,42.49,78.39,26.69,2.84
487,voi,92,KE,1523924038,97,-3.4,38.57,66.92,2.62
488,saurimo,88,AO,1523924038,96,-9.66,20.4,65.8,2.51
489,la asuncion,80,EC,1523924038,75,-1.64,-78.74,48.2,1.72
490,salalah,40,OM,1523919000,78,17.01,54.1,82.4,8.05
491,balingasay,20,PH,1523924039,99,16.36,119.86,80.83,6.64
492,kundian,32,PK,1523924039,90,32.46,71.49,59.99,6.2
493,belyy yar,0,RU,1523921400,65,53.6,91.39,41.0,11.18
494,brae,64,GB,1523922600,81,60.4,-1.35,46.4,13.87
495,nome,1,US,1523922900,37,30.04,-94.42,69.8,9.17
496,robertsport,24,LR,1523924041,100,6.75,-11.37,81.55,11.79
497,muravlenko,64,RU,1523924041,78,63.79,74.5,1.94,11.56
498,tailai,64,CN,1523924041,42,46.39,123.41,59.81,13.47
499,talnakh,64,RU,1523924042,88,69.49,88.39,5.72,6.2
500,sagarejo,90,GE,1523921400,75,41.73,45.33,46.4,0.16
501,sterling,90,US,1523922960,61,39.0,-77.4,51.8,11.41
502,san andres,80,PH,1523924043,100,13.32,122.68,76.42,3.29
503,grants pass,75,US,1523922960,93,42.44,-123.33,48.2,2.62
504,lithgow,8,AU,1523921400,60,-33.48,150.16,71.6,4.7
505,shingu,75,JP,1523919600,58,33.72,135.99,57.2,6.93
506,mporokoso,76,ZM,1523924044,93,-9.37,30.12,60.98,6.2
507,adrar,0,DZ,1523919600,17,27.87,-0.29,71.6,8.05
508,vardo,90,US,1523922900,56,39.62,-77.74,48.2,13.87
509,newport,92,GB,1523922600,71,51.59,-3.0,51.8,16.11
510,bundaberg,0,AU,1523924046,94,-24.87,152.35,77.77,4.63
511,kazerun,56,IR,1523924046,75,29.62,51.65,54.41,3.4
512,marrakesh,0,MA,1523921400,52,31.63,-7.99,64.4,5.82
513,punta de piedra,80,VE,1523924047,95,7.62,-71.49,71.69,2.06
514,shihezi,100,CN,1523924048,58,44.3,86.03,57.02,5.97
515,polyarnyy,0,RU,1523921400,86,69.2,33.45,28.4,2.51
516,igrim,24,RU,1523924048,71,63.19,64.42,9.32,4.41
517,half moon bay,40,US,1523922000,66,37.46,-122.43,55.4,11.41
518,balaguer,20,ES,1523924049,99,41.79,0.81,47.53,2.39
519,cochrane,12,CL,1523924050,93,-47.25,-72.57,32.99,4.18
520,rengo,92,CL,1523919600,68,-34.41,-70.86,66.2,5.82
521,patos,76,BR,1523924050,92,-7.03,-37.28,70.57,5.64
522,svetlogorsk,56,RU,1523921400,54,53.14,59.15,30.2,4.47
523,pirgos,20,GR,1523922600,87,35.12,25.72,60.8,2.24
524,along,24,IN,1523924051,76,28.17,94.8,57.65,2.17
525,santa maria visitacion,24,GT,1523924052,78,14.72,-91.32,58.73,3.96
526,nabire,20,ID,1523924052,89,-3.36,135.5,76.42,2.51
527,teguldet,88,RU,1523924053,87,57.31,88.17,33.58,11.68
528,coro,20,VE,1523919600,70,11.41,-69.67,84.2,9.78
529,geraldton,90,CA,1523921280,85,49.72,-86.95,21.2,16.11
530,thabazimbi,44,ZA,1523924054,85,-24.59,27.41,56.17,3.29
531,riohacha,20,CO,1523919600,83,11.54,-72.91,80.6,13.87
532,vostok,0,RU,1523924055,56,46.45,135.83,47.21,5.19
533,rongcheng,0,CN,1523924055,66,37.16,122.42,51.44,8.99
534,chara,20,GR,1523922600,93,39.42,22.43,48.2,2.73
535,cayenne,75,GF,1523921400,78,4.94,-52.33,78.8,5.82
536,uppsala,0,SE,1523922600,93,59.86,17.64,37.4,4.7
537,colesville,90,US,1523922960,43,39.08,-77.0,53.6,9.17
538,lavrentiya,92,RU,1523924057,100,65.58,-170.99,31.42,15.93
539,huacho,8,PE,1523924057,78,-11.11,-77.61,66.88,3.96
540,bollnas,0,SE,1523924057,80,61.35,16.39,28.0,2.28
541,necochea,56,AR,1523924058,56,-38.55,-58.74,74.53,19.28
542,gua musang,48,MY,1523924058,97,4.88,101.97,71.65,0.6
543,tautira,75,PF,1523921400,66,-17.73,-149.15,87.8,17.22
544,quiruvilca,0,PE,1523919600,67,-7.37,-78.8,60.8,8.05
545,zhigansk,68,RU,1523924059,67,66.77,123.37,27.5,4.97
546,la palma,76,CO,1523924060,88,5.36,-74.39,70.61,1.16
547,simpang,75,MY,1523923200,88,4.82,100.71,78.8,5.82
548,hami,56,CN,1523924060,42,42.84,93.51,52.16,4.97
549,usinsk,12,RU,1523924061,73,66.0,57.56,-2.47,2.95
550,bako,8,NG,1523924061,68,9.68,6.4,80.06,6.87
551,berezovyy,20,RU,1523924061,34,51.67,135.7,52.61,7.2
552,ukiah,40,US,1523919360,57,39.15,-123.21,51.8,12.75
553,te anau,0,NZ,1523924062,85,-45.41,167.72,43.75,13.8
554,tazovskiy,68,RU,1523924062,84,67.47,78.7,2.93,11.01
555,fort nelson,75,CA,1523923200,54,58.81,-122.69,30.2,4.7
556,brigantine,1,US,1523922960,66,39.41,-74.36,51.8,9.17
557,orange walk,20,JM,1523919600,74,17.93,-76.27,82.4,17.22
558,abu samrah,0,SY,1523924064,38,35.3,37.18,53.65,5.41
559,nador,0,MA,1523923200,51,35.17,-2.93,60.8,3.36
560,terra santa,0,BR,1523924065,90,-2.1,-56.49,78.22,2.95
561,araouane,0,ML,1523924065,18,18.9,-3.53,66.7,9.89
562,plettenberg bay,88,ZA,1523924066,82,-34.05,23.37,66.7,5.41
563,baglung,0,NP,1523924066,69,28.27,83.59,52.03,2.62
564,tocopilla,48,CL,1523924066,100,-22.09,-70.2,63.86,4.85
565,ingham,92,AU,1523924067,100,-18.65,146.16,74.93,9.22
566,maua,92,KE,1523924067,94,0.23,37.94,61.16,2.51
567,changli,0,CN,1523924067,74,30.54,105.42,57.47,5.97
568,marsh harbour,0,BS,1523924068,100,26.54,-77.06,71.65,13.8
569,khingansk,0,RU,1523924068,51,49.12,131.18,50.09,3.74
570,nefteyugansk,40,RU,1523921400,84,61.09,72.61,6.8,8.95
571,kruisfontein,76,ZA,1523924069,90,-34.0,24.73,64.94,10.67
572,saint-georges,92,CA,1523924069,94,46.12,-70.67,32.9,13.69
573,hamilton,90,CA,1523921520,98,43.26,-79.87,37.4,16.11
574,abha,0,SA,1523919600,58,18.22,42.5,59.0,5.82
575,niamey,0,NE,1523919600,10,13.52,2.11,91.4,6.93
